"Original_country_name_in_FUBC_report","Original_crop_name_in_FUBC_report","Year","Year_for_FAO_area","FAO_area_ha","IFA_area_ha","FAO_area_used_Yes_No","IFA_N_t","IFA_P2O5_t","IFA_K2O_t","Comment","Survey_respondent"
"Uruguay","Maize Grain","2018",2018,71200,107000,"No",15247.5,7115.5,3210,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Wheat","2018",2018,193000,198400,"No",23411.2,8531.2,4166.4,"Nutrient amounts calculated based on application rate provided by INIA and area provided by Martin Torres Duggan and Fernando Garcia","INIA and Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Rice","2018",2018,162400,145000,"No",11890,6525,4350,"Nutrient amounts calculated based on application rate provided by INIA and area provided by Martin Torres Duggan and Fernando Garcia","INIA and Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Maize, Green (silage, bioenergy)","2018",2018,92,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Other Cereals","2018",2018,211298,199300,"No",28400.25,13253.45,5979,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Soybeans","2018",2018,1099000,966000,"No",1932,41538,27048,"Nutrient amounts for P2O5 and K2O calculated based on application rate provided by INIA and area provided by Martin Torres Duggan and Fernando Garcia. Nutrient amounts for N provided by Martin Torres Duggan and Fernando Garcia.","INIA and Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Oil Palm","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Rapeseed / Canola","2018",2018,51000,55000,"No",5115,2640,1925,"Nutrient amounts calculated based on application rate provided by INIA and area provided by Martin Torres Duggan and Fernando Garcia","INIA and Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Other Oil Crops","2018",2018,12822,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Cotton","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Sugar Beet","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Sugar Cane","2018",2018,6200,6200,"No",883.5,353.4,310,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Tea","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Coffee","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Cocoa","2018",2018,0,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Roots & Tubers","2018",2018,12852,4167,"No",475.038,237.519,291.69,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Fruits & Treenuts","2018",2018,40980,20800,"No",1580.8,1185.6,728,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Vegetables","2018",2018,8336,9000,"No",855,513,315,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Pulses","2018",2018,6894,0,"No",NA,NA,NA,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Grassland","2018",2018,12540000,1757900,"No",12516.0187,31229.24506,0,"Nutrient amounts provided by INIA and area provided by Martin Torres Duggan & Fernando Garcia. FAO grassland area seems reasonable (https://www.nzfsu.com.uy/2a.html); grassland area given by correspondent may be only fertilized grassland.","INIA and Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Uruguay","Residual","2018",2018,NA,795600,"No",3978,31824,0,NA,"Torres Duggan & García, 2020 based on statistics of the Ministry of Livestock, Agriculture and Fishing, and information of qualified informants from industry and ag organizations."
"Vietnam","Maize","2018",2018,1032598,NA,"Yes",174780.437726426,55681.3946764084,27432.4127735693,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Fruit Primary","2018",2018,724203,NA,"Yes",87214.8799035276,46795.5166485967,32420.5728442071,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Other Oil Crops","2018",2018,377642,NA,"Yes",23637.3724193417,24097.1931168585,14839.8794630533,"Based on 2014 fertilizer application rates and 2018 FAO harvested area.","IFA estimates"
"Vietnam","Rice, paddy","2018",2018,7570741,NA,"Yes",966146.669818294,525301.994232845,293170.983793483,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Roots and Tubers, Total","2018",2018,655627,NA,"Yes",30872.5664569713,7868.28356731756,7268.33904392124,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Seed cotton","2018",2018,606,NA,"Yes",92.3810574740272,23.5445393717882,14.4995362985247,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Area refers to cotton; nutrient quantities refers to fiber crops.","IFA estimates"
"Vietnam","Soybeans","2018",2018,53364,NA,"Yes",2839.60597660232,3101.61983471598,1910.08406100207,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Sugar cane","2018",2018,269434,NA,"Yes",58751.7916391667,20588.8022414714,27663.9094236919,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Vegetables Primary","2018",2018,1009363,NA,"Yes",112822.622510375,51118.833239562,39350.9173396373,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Vietnam","Residual","2018",2018,2141512,NA,"Yes",144441.672491821,86422.8179028521,61628.4017211363,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. The residual area includes Citrus Fruit, Coffee, Other cereals, Pulses, Tea, Treenuts and Grassland.","IFA estimates"
